sgRNA	Gene	Func	Clinic	Exon	library	day0_r1	day0_r2	day5_r1	day5_r2	day10_r1	day10_r2	lib_ratio	day0_rep1_ratio	day0_rep2_ratio	day5_rep1_ratio	day5_rep2_ratio	day10_rep1_ratio	day10_rep2_ratio	day5_day0_rep1	day5_day0_rep2	day10_day0_rep1	day10_day0_rep2	day10_day5_rep1	day10_day5_rep2	day5_day0	day10_day0	day10_day5	day5_lib	day10_lib
Gene_T_41196926_NGG	Gene_T_41196926_NGG	UTR3;UTR3	NA	NA	5610	7911	10920	4816	7051	5122	5670	2057.809	2022.012	1987.036	1297.853	1290.38	1022.483	1321.221	0.641862165012	0.649399406956	0.505676029618	0.664920514777	0.787826510398	1.02390071142	0.645597907533	0.584603626597	0.905522802622	0.628880765902	0.569465873655
Gene_T_41243552_NGG	Gene_T_41243552_NGG	synonymous SNV;synonymous SNV	NA	exon10	6900	10721	15457	11067	15783	13707	14197	2530.995	2740.234	2812.602	2982.42	2888.395	2736.269	3308.18	1.08838150319	1.02694764492	0.99855304328	1.17619912096	0.917466017529	1.14533503901	1.057264252	1.08853367901	1.02957579144	1.15978399799	1.19408552763
Gene_A_41245139_NGG	Gene_A_41245139_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon10	5666	9230	12386	8947	12087	11712	10029	2078.35	2359.142	2253.794	2411.106	2212.002	2338.016	2336.954	1.02202665206	0.98145704532	0.991045049429	1.03689778214	0.969686110855	1.05648819486	1.00220510321	1.01344783452	1.01121799447	1.11220631751	1.12468304184
Gene_A_41244931_NGG	Gene_A_41244931_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	8393	10705	13696	9938	14789	13903	10780	3078.643	2736.145	2492.165	2678.168	2706.486	2775.396	2511.952	0.978810698994	1.08599791747	1.01434536547	1.00793968297	1.03630392119	0.928123034813	1.02990335309	1.01129198536	0.981929015309	0.874517441613	0.858714050314
Gene_T_41199671_NGG	Gene_T_41199671_NGG	nonsynonymous SNV;nonsynonymous SNV	Conflicting_interpretations_of_pathogenicity	exon22	3593	5279	7546	4572	7751	7039	5793	1317.951	1349.286	1373.093	1232.098	1418.485	1405.165	1349.883	0.91314813909	1.03305821237	1.04141375513	0.98309655646	1.14046528766	0.951637133984	0.973627478026	1.01200016603	1.03941208406	1.00556963043	1.04520122524
Gene_T_41244767_NGG	Gene_T_41244767_NGG	synonymous SNV;synonymous SNV	NA	exon10	6627	7959	10734	7712	11118	9876	8612	2430.855	2034.281	1953.191	2078.289	2034.668	1971.503	2006.765	1.0216331962	1.04171481437	0.969139956574	1.02742896112	0.948618310543	0.986286214753	1.03146981346	0.997691770626	0.967252514432	0.845989785487	0.818285747196
Gene_A_41196684_NGG	Gene_A_41196684_NGG	UTR3;UTR3	NA	NA	7552	11273	16010	11020	15649	15146	11454	2770.155	2881.323	2913.227	2969.754	2863.872	3023.53	2669.007	1.0306911096	0.983058306133	1.04935475821	0.916168564962	1.01810789715	0.931957503687	1.00674357802	0.982395009103	0.975814527705	1.05294216389	1.02747626035
Gene_T_41243453_NGG	Gene_T_41243453_NGG	synonymous SNV;synonymous SNV	NA	exon10	7696	9960	13301	8275	12193	10753	10839	2822.976	2545.727	2420.29	2230.01	2231.401	2146.575	2525.7	0.875981595827	0.921956046589	0.843207068158	1.04355263212	0.962585369572	1.13188978583	0.898388185139	0.940849578243	1.04726397097	0.790196409746	0.827544229919
Gene_T_41246324_NGG	Gene_T_41246324_NGG	synonymous SNV;synonymous SNV	NA	exon10	6472	9664	14004	10508	13815	15117	12361	2374.0	2470.07	2548.21	2831.776	2528.237	3017.741	2880.356	1.14643552612	0.992161948976	1.22172286615	1.13034483029	1.06567080165	1.13927452213	1.06809763505	1.17532242123	1.10038856249	1.12889911542	1.24222767481
Gene_T_41249276_NGG	Gene_T_41249276_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon8	5980	6587	8989	6243	8497	8775	8001	2193.529	1683.605	1635.665	1682.411	1555.008	1751.715	1864.39	0.999290807523	0.950688557865	1.04045485729	1.13983609113	1.04119326371	1.19895846195	0.975340662254	1.08942779587	1.1169715752	0.737947617743	0.824266513003
Gene_A_41223233_NGG	Gene_A_41223233_NGG	synonymous SNV;synonymous SNV	NA	exon15	7703	20263	30674	19351	28811	23709	21283	2825.544	5179.122	5581.533	5214.856	5272.606	4732.925	4959.357	1.00689962507	0.944651944188	0.913846980241	0.88852954914	0.90758498413	0.940589340451	0.974611861453	0.90071487284	0.924178032779	1.85583059404	1.71511786757
Gene_T_41243607_NGG	Gene_T_41243607_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	3870	5781	8140	5848	8601	7124	6671	1419.558	1477.595	1481.179	1575.964	1574.041	1422.133	1554.474	1.06657372284	1.06269465068	0.962464680782	1.04948422844	0.902389267775	0.987568938801	1.06463183738	1.00602715855	0.944953103249	1.10950204218	1.04842739782
Gene_T_41277204_NGG	Gene_T_41277204_NGG	intronic;intronic	NA	NA	7361	10354	14560	10423	14374	14890	11148	2700.094	2646.431	2649.381	2808.87	2630.538	2972.426	2597.703	1.06138040251	0.992887772653	1.12318288291	0.98049431169	1.0582283979	0.987517762526	1.02711501088	1.0517988554	1.02403221086	1.00726271011	1.03146945995
Gene_T_41201197_NGG	Gene_T_41201197_NGG	nonsynonymous SNV;nonsynonymous SNV	Uncertain_significance	exon21	4801	7576	9979	7360	10394	9189	8910	1761.059	1936.388	1815.809	1983.429	1902.172	1834.36	2076.205	1.02429316852	1.04756172042	0.94731014652	1.14340495063	0.924842784894	1.0914917263	1.03555357035	1.04220673915	1.00642474613	1.10320011993	1.11028790063
Gene_A_41197714_NGG	Gene_A_41197714_NGG	nonsynonymous SNV;nonsynonymous SNV	Conflicting_interpretations_of_pathogenicity	exon23	11284	17158	23489	15869	23391	19534	15968	4139.093	4385.5	4274.129	4276.5	4280.71	3899.488	3720.857	0.975145365409	1.00153972891	0.889177516817	0.870553275299	0.911840991465	0.869214919955	0.988172818951	0.879985158718	0.890517470063	1.03370593509	0.920533194108
Gene_A_T_NGG_nontargeting_37	nontargeting	Negative;Negative	Negative	NA	6782	9798	13185	8968	13947	12856	11032	2487.711	2504.32	2399.182	2416.765	2552.394	2566.388	2570.673	0.965038413621	1.06386009898	1.0247843726	1.07147894574	1.0619104464	1.0071615119	1.01338981813	1.04763106041	1.03378881618	0.998741212303	1.03248749553
Gene_T_41244923_NGG	Gene_T_41244923_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon10	7249	10742	14266	9181	15226	12934	12188	2659.012	2745.602	2595.884	2474.166	2786.46	2581.958	2840.043	0.901137892528	1.07341468263	0.940397770689	1.0940562059	1.04356700399	1.01922977541	0.984861890493	1.01507352074	1.030676007	0.989206893387	1.01955181097
Gene_T_41197603_NGG	Gene_T_41197603_NGG	UTR3;UTR3	NA	NA	2881	3883	4821	3259	3984	4987	3391	1056.782	992.476	877.244	878.26	729.099	995.533	790.17	0.884918123965	0.831124521798	1.00308017524	0.900741412879	1.13352879557	1.08376228743	0.859678989367	0.955064394669	1.11095467783	0.76049696153	0.844877656887
Gene_A_41197647_NGG	Gene_A_41197647_NGG	UTR3;UTR3	NA	NA	4205	6659	8534	5816	9236	9513	6502	1542.439	1702.007	1552.872	1567.34	1690.25	1899.039	1515.094	0.920877528706	1.08846704687	1.11576450626	0.975672173882	1.21163180931	0.896372725928	1.00083290347	1.04892777888	1.04805485036	1.0559866549	1.10673193559
Gene_T_41197787_NGG	Gene_T_41197787_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon23	4973	7721	11179	7409	10480	8912	8891	1824.15	1973.449	2034.164	1996.634	1917.91	1779.064	2071.778	1.01174846677	0.942849249126	0.90149986141	1.01849113444	0.891031606193	1.08022691367	0.976776949271	0.960881701901	0.983726840214	1.07297755119	1.05551681605
Gene_A_41244387_NGG	Gene_A_41244387_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	6069	8623	10506	6925	11344	8904	8940	2226.175	2203.996	1911.703	1866.202	2076.028	1777.467	2083.195	0.846735656508	1.08595738982	0.806474694146	1.08970640314	0.952451556691	1.00345226558	0.957851874007	0.938033126329	0.979309172727	0.885426797085	0.867106584163
Gene_A_41256277_NGG	Gene_A_41256277_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon6	5771	7522	11663	8172	10607	10846	8236	2116.865	1922.586	2122.234	2202.253	1941.152	2165.14	1919.15	1.14546397404	0.914673876679	1.1261602862	0.90430649966	0.98314771282	0.98866549348	1.02437314887	1.00975815982	0.98573274879	0.978665384897	0.96470252
Gene_T_41244686_NGG	Gene_T_41244686_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon10	7743	11893	17600	10294	16674	16302	13212	2840.216	3039.792	3202.549	2774.106	3051.454	3254.298	3078.655	0.91259730929	0.952820394005	1.07056601241	0.961313940864	1.17309792776	1.00891411111	0.933233221319	1.01451570813	1.08709772108	1.02554876108	1.11487172102
Gene_T_41244649_NGG	Gene_T_41244649_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	4318	6342	10663	6613	8844	10566	6736	1583.889	1620.984	1940.271	1782.122	1618.511	2109.245	1569.62	1.09940752037	0.834167495159	1.30121272017	0.808969468698	1.18355814024	0.969792605673	0.954897360621	1.03302487466	1.08181770864	1.07350736068	1.16133927314
Gene_A_41277490_NGG	Gene_A_41277490_NGG	UTR5;UTR5	NA	exon1	3962	6023	8945	5597	8973	7470	6981	1453.304	1539.449	1627.659	1508.322	1642.119	1491.204	1626.71	0.979780427932	1.0088839247	0.968660865024	0.999416954043	0.988650964449	0.9906163926	0.994737470273	0.984467217411	0.989675413696	1.08388919318	1.07269848566
Gene_A_41197583_NGG	Gene_A_41197583_NGG	UTR3;UTR3	NA	NA	2945	4209	6382	4234	6338	6092	5581	1080.258	1075.8	1161.288	1141.011	1159.896	1216.12	1300.483	1.06061628555	0.998801330936	1.13043316602	1.11986260084	1.06582670982	1.12120655645	1.02852771102	1.12494591183	1.09374390186	1.06498031026	1.16481571995
Gene_A_41231354_NGG	Gene_A_41231354_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	NA	5213	7965	10846	6922	9093	9803	8172	1912.185	2035.814	1973.571	1865.394	1664.08	1956.93	1904.236	0.91628901265	0.843182231599	0.961251862891	0.96486825151	1.04907059849	1.14431758089	0.880303088878	0.963031986202	1.09397774286	0.922890306116	1.00962145399
